project_id,project_name,project_type,implementing_agency,state,district,scenario,land_required_ha,land_to_acquire_ha,total_parcels,affected_families,vulnerable_families,date_initiation,terrain_type,urban_rural,forest_involved,proximity_km_to_urban
SYN-00852,Synthetic National Highway Project 00852,National Highway,Railway,Uttar Pradesh,UTT-31,MULTI_FACTOR_DELAY,9.0463,7.2768,106,50,5,2025-07-16,Plain,Semi-Urban,0,61.81
SYN-00853,Synthetic National Highway Project 00853,National Highway,NHIDCL,Assam,ASS-39,NORMAL,50.1611,43.3412,814,312,31,2020-08-22,Coastal,Urban,0,17.969
SYN-00854,Synthetic Urban Infrastructure Project 00854,Urban Infrastructure,Power Utility,Assam,ASS-06,NORMAL,66.574,62.7654,908,286,80,2020-03-12,Plain,Rural,0,13.821
SYN-00855,Synthetic National Highway Project 00855,National Highway,NHAI,Bihar,BIH-06,ADMINISTRATIVE_BOTTLENECK,80.6656,62.9099,1412,753,163,2021-05-21,Riverine,Rural,1,21.515
SYN-00856,Synthetic Urban Infrastructure Project 00856,Urban Infrastructure,NHIDCL,West Bengal,WES-22,RECOVERY,49.82,44.2004,684,164,22,2020-10-15,Riverine,Urban,0,56.421
SYN-00857,Synthetic Industrial Corridor Project 00857,Industrial Corridor,NHAI,Bihar,BIH-31,NORMAL,49.6952,44.9506,256,120,15,2023-07-30,Rolling,Urban,0,77.309
SYN-00858,Synthetic Railway Project 00858,Railway,Railway,Odisha,ODI-11,ADMINISTRATIVE_BOTTLENECK,61.8623,58.9534,454,264,72,2022-08-05,Coastal,Rural,0,41.515
SYN-00859,Synthetic Railway Project 00859,Railway,Railway,Assam,ASS-05,DOCUMENTATION_DELAY,29.544,24.4472,477,174,41,2020-10-05,Coastal,Semi-Urban,0,44.755
SYN-00860,Synthetic Industrial Corridor Project 00860,Industrial Corridor,Irrigation Department,Odisha,ODI-22,DOCUMENTATION_DELAY,10.7152,10.4603,108,36,7,2022-05-26,Coastal,Rural,0,43.555
SYN-00861,Synthetic National Highway Project 00861,National Highway,NHAI,Madhya Pradesh,MAD-25,NORMAL,5.0,4.8224,57,30,8,2020-07-07,Rolling,Urban,0,56.463
SYN-00862,Synthetic Transmission Project 00862,Transmission,State PWD,Assam,ASS-06,NORMAL,18.4681,15.5727,352,209,39,2022-05-17,Rolling,Rural,0,61.335
SYN-00863,Synthetic Industrial Corridor Project 00863,Industrial Corridor,NHAI,Uttar Pradesh,UTT-17,ADMINISTRATIVE_BOTTLENECK,17.3271,15.9361,226,110,30,2021-01-09,Rolling,Urban,0,73.951
SYN-00864,Synthetic Transmission Project 00864,Transmission,Irrigation Department,Odisha,ODI-36,LEGAL_DELAY,8.113,5.155,61,13,3,2024-12-28,Coastal,Rural,0,74.226
SYN-00865,Synthetic Irrigation Project 00865,Irrigation,Power Utility,Assam,ASS-10,COMPENSATION_DELAY,26.163,16.3421,226,145,21,2021-12-13,Hilly,Semi-Urban,0,14.464
SYN-00866,Synthetic Industrial Corridor Project 00866,Industrial Corridor,Irrigation Department,Uttar Pradesh,UTT-18,NORMAL,19.608,14.154,266,177,49,2023-06-04,Hilly,Semi-Urban,0,35.921
SYN-00867,Synthetic Urban Infrastructure Project 00867,Urban Infrastructure,Railway,Jharkhand,JHA-27,RECOVERY,37.1156,26.5655,287,163,14,2025-04-14,Hilly,Rural,0,76.815
SYN-00868,Synthetic Railway Project 00868,Railway,State PWD,Madhya Pradesh,MAD-07,ADMINISTRATIVE_BOTTLENECK,29.5835,27.7264,458,268,75,2020-12-30,Coastal,Rural,0,10.091
SYN-00869,Synthetic Industrial Corridor Project 00869,Industrial Corridor,Railway,Madhya Pradesh,MAD-09,RECOVERY,51.2587,46.1785,740,423,102,2020-01-06,Plain,Rural,1,43.204
SYN-00870,Synthetic Irrigation Project 00870,Irrigation,State PWD,Assam,ASS-05,NORMAL,17.36,17.2448,270,147,36,2020-11-08,Rolling,Semi-Urban,0,22.865
SYN-00871,Synthetic Urban Infrastructure Project 00871,Urban Infrastructure,Irrigation Department,Madhya Pradesh,MAD-27,ADMINISTRATIVE_BOTTLENECK,35.4949,32.8882,550,248,69,2024-11-15,Riverine,Rural,1,17.964
SYN-00872,Synthetic Irrigation Project 00872,Irrigation,Railway,Jharkhand,JHA-34,RNR_DELAY,50.7117,33.8024,475,313,63,2019-04-30,Riverine,Rural,0,38.747
SYN-00873,Synthetic Transmission Project 00873,Transmission,NHIDCL,West Bengal,WES-13,NORMAL,15.4834,13.1813,183,70,12,2025-09-07,Hilly,Rural,0,7.373
SYN-00874,Synthetic Transmission Project 00874,Transmission,NHAI,Assam,ASS-14,RNR_DELAY,27.2478,19.757,149,112,18,2023-10-09,Coastal,Semi-Urban,0,67.14
SYN-00875,Synthetic Irrigation Project 00875,Irrigation,State PWD,Assam,ASS-07,NORMAL,36.2221,34.2747,218,130,24,2019-10-12,Coastal,Urban,0,2.736
SYN-00876,Synthetic National Highway Project 00876,National Highway,Railway,Assam,ASS-30,MULTI_FACTOR_DELAY,84.2514,66.4181,1343,335,44,2020-06-07,Plain,Urban,0,18.832
SYN-00877,Synthetic Railway Project 00877,Railway,NHIDCL,Odisha,ODI-34,NORMAL,5.8074,5.5833,79,18,4,2022-10-22,Coastal,Urban,0,72.093
SYN-00878,Synthetic Industrial Corridor Project 00878,Industrial Corridor,Power Utility,West Bengal,WES-29,LEGAL_DELAY,20.2344,16.0749,125,47,5,2019-06-01,Rolling,Rural,0,13.806
SYN-00879,Synthetic Industrial Corridor Project 00879,Industrial Corridor,NHAI,Madhya Pradesh,MAD-26,NORMAL,19.9375,13.1816,239,95,6,2022-03-15,Riverine,Rural,0,30.713
SYN-00880,Synthetic Railway Project 00880,Railway,Power Utility,Assam,ASS-25,NORMAL,28.7244,24.4858,445,244,62,2021-02-08,Rolling,Semi-Urban,0,55.473
SYN-00881,Synthetic Urban Infrastructure Project 00881,Urban Infrastructure,Irrigation Department,Madhya Pradesh,MAD-07,NORMAL,14.1638,11.0048,274,160,37,2023-08-07,Rolling,Rural,0,2.558
SYN-00882,Synthetic Transmission Project 00882,Transmission,Irrigation Department,Madhya Pradesh,MAD-24,NORMAL,5.0,3.2127,43,10,1,2021-04-05,Rolling,Semi-Urban,0,65.378
SYN-00883,Synthetic Irrigation Project 00883,Irrigation,State PWD,West Bengal,WES-30,MULTI_FACTOR_DELAY,12.6564,12.6273,79,63,4,2021-03-23,Plain,Rural,0,39.955
SYN-00884,Synthetic Transmission Project 00884,Transmission,Railway,Bihar,BIH-29,NORMAL,44.2899,34.2122,538,298,77,2020-11-09,Hilly,Semi-Urban,0,74.711
SYN-00885,Synthetic Irrigation Project 00885,Irrigation,NHIDCL,Madhya Pradesh,MAD-04,ADMINISTRATIVE_BOTTLENECK,27.2416,24.4776,458,253,21,2024-10-05,Plain,Rural,0,55.711
SYN-00886,Synthetic Irrigation Project 00886,Irrigation,Railway,Uttar Pradesh,UTT-07,NORMAL,74.8266,50.1838,785,417,26,2025-01-18,Hilly,Rural,0,12.065
SYN-00887,Synthetic Industrial Corridor Project 00887,Industrial Corridor,NHIDCL,Odisha,ODI-37,NORMAL,16.2387,11.0225,241,188,30,2020-05-16,Rolling,Urban,0,47.308
SYN-00888,Synthetic Industrial Corridor Project 00888,Industrial Corridor,NHAI,Maharashtra,MAH-07,RNR_DELAY,10.8294,8.4902,150,102,22,2021-09-16,Rolling,Rural,0,47.556
SYN-00889,Synthetic Urban Infrastructure Project 00889,Urban Infrastructure,NHIDCL,Assam,ASS-21,COMPENSATION_DELAY,22.1851,19.1961,187,122,11,2024-12-06,Hilly,Rural,1,57.683
SYN-00890,Synthetic National Highway Project 00890,National Highway,Railway,Madhya Pradesh,MAD-31,RNR_DELAY,35.5501,29.6158,222,99,12,2019-09-16,Hilly,Semi-Urban,0,9.529
SYN-00891,Synthetic Industrial Corridor Project 00891,Industrial Corridor,Railway,Uttar Pradesh,UTT-02,RNR_DELAY,24.494,14.9292,472,105,30,2020-04-26,Coastal,Rural,0,16.283
SYN-00892,Synthetic Transmission Project 00892,Transmission,Irrigation Department,Bihar,BIH-02,LEGAL_DELAY,29.9246,25.2518,252,114,7,2024-03-03,Rolling,Semi-Urban,0,52.324
SYN-00893,Synthetic Urban Infrastructure Project 00893,Urban Infrastructure,State PWD,Maharashtra,MAH-11,RECOVERY,5.3204,4.1696,66,20,2,2025-05-08,Coastal,Rural,0,36.39
SYN-00894,Synthetic National Highway Project 00894,National Highway,NHIDCL,West Bengal,WES-05,NORMAL,7.1638,6.0764,118,93,23,2025-02-19,Hilly,Rural,0,65.663
SYN-00895,Synthetic National Highway Project 00895,National Highway,Railway,West Bengal,WES-34,COMPENSATION_DELAY,25.0383,24.5194,430,295,66,2023-02-20,Coastal,Urban,0,30.714
SYN-00896,Synthetic Urban Infrastructure Project 00896,Urban Infrastructure,Railway,West Bengal,WES-27,ADMINISTRATIVE_BOTTLENECK,15.3562,10.9953,225,132,17,2020-08-26,Plain,Semi-Urban,1,66.984
SYN-00897,Synthetic Industrial Corridor Project 00897,Industrial Corridor,State PWD,Madhya Pradesh,MAD-20,NORMAL,31.185,22.0613,484,278,75,2020-06-18,Rolling,Rural,0,31.603
SYN-00898,Synthetic Transmission Project 00898,Transmission,Irrigation Department,Uttar Pradesh,UTT-08,LEGAL_DELAY,14.5725,11.5429,94,21,2,2021-10-21,Coastal,Rural,0,46.393
SYN-00899,Synthetic Irrigation Project 00899,Irrigation,NHIDCL,Bihar,BIH-39,NORMAL,68.4672,66.4827,679,146,21,2020-12-21,Coastal,Semi-Urban,0,13.587
SYN-00900,Synthetic National Highway Project 00900,National Highway,Irrigation Department,Uttar Pradesh,UTT-26,RNR_DELAY,24.5676,24.1368,368,107,29,2021-06-23,Plain,Urban,0,12.286
SYN-00901,Synthetic Transmission Project 00901,Transmission,Power Utility,West Bengal,WES-39,ADMINISTRATIVE_BOTTLENECK,25.1381,17.4951,249,87,14,2024-02-13,Plain,Rural,0,15.812
SYN-00902,Synthetic Railway Project 00902,Railway,State PWD,Jharkhand,JHA-25,NORMAL,11.4716,10.6414,84,54,12,2020-10-25,Plain,Rural,0,49.094
SYN-00903,Synthetic Railway Project 00903,Railway,Railway,Madhya Pradesh,MAD-32,NORMAL,122.9311,77.7225,1052,458,104,2024-04-20,Coastal,Rural,0,25.917
SYN-00904,Synthetic National Highway Project 00904,National Highway,Railway,West Bengal,WES-16,NORMAL,16.3599,13.2965,302,70,19,2019-08-04,Riverine,Semi-Urban,0,54.919
SYN-00905,Synthetic Irrigation Project 00905,Irrigation,NHIDCL,Jharkhand,JHA-18,MULTI_FACTOR_DELAY,35.788,32.7219,633,131,24,2021-10-26,Rolling,Rural,0,54.017
SYN-00906,Synthetic Railway Project 00906,Railway,State PWD,Madhya Pradesh,MAD-28,MULTI_FACTOR_DELAY,15.5732,10.4126,276,166,23,2023-08-05,Plain,Rural,0,56.902
SYN-00907,Synthetic Railway Project 00907,Railway,NHIDCL,Assam,ASS-07,NORMAL,9.9253,8.5793,182,119,28,2023-06-20,Hilly,Rural,0,39.806
SYN-00908,Synthetic Urban Infrastructure Project 00908,Urban Infrastructure,State PWD,Uttar Pradesh,UTT-35,NORMAL,70.863,46.7607,723,416,57,2021-09-09,Hilly,Semi-Urban,0,20.961
SYN-00909,Synthetic Irrigation Project 00909,Irrigation,Power Utility,Uttar Pradesh,UTT-04,NORMAL,13.2591,9.3567,210,65,13,2025-10-17,Riverine,Urban,0,45.984
SYN-00910,Synthetic Irrigation Project 00910,Irrigation,Irrigation Department,Bihar,BIH-07,NORMAL,47.7325,47.3389,562,201,49,2023-08-29,Plain,Semi-Urban,0,41.838
SYN-00911,Synthetic Industrial Corridor Project 00911,Industrial Corridor,NHIDCL,Madhya Pradesh,MAD-04,NORMAL,14.6508,14.5929,292,229,35,2021-10-04,Hilly,Semi-Urban,0,65.253
SYN-00912,Synthetic Industrial Corridor Project 00912,Industrial Corridor,Irrigation Department,Assam,ASS-06,NORMAL,13.0075,11.2936,190,106,25,2020-07-23,Hilly,Semi-Urban,0,50.371
SYN-00913,Synthetic Industrial Corridor Project 00913,Industrial Corridor,Railway,Odisha,ODI-25,NORMAL,21.1209,16.5536,191,64,7,2021-10-10,Riverine,Semi-Urban,0,26.297
SYN-00914,Synthetic Irrigation Project 00914,Irrigation,NHAI,Jharkhand,JHA-17,NORMAL,26.1783,16.6069,441,257,76,2023-12-17,Rolling,Urban,0,17.022
SYN-00915,Synthetic Urban Infrastructure Project 00915,Urban Infrastructure,Power Utility,West Bengal,WES-23,NORMAL,42.6954,27.9624,630,138,11,2023-12-19,Plain,Rural,0,40.597
SYN-00916,Synthetic Transmission Project 00916,Transmission,NHIDCL,Jharkhand,JHA-18,ADMINISTRATIVE_BOTTLENECK,65.003,58.8266,933,312,44,2024-09-10,Riverine,Rural,0,35.318
SYN-00917,Synthetic Irrigation Project 00917,Irrigation,Power Utility,Assam,ASS-29,NORMAL,21.5878,18.0159,203,91,15,2020-02-15,Riverine,Rural,0,70.367
SYN-00918,Synthetic Industrial Corridor Project 00918,Industrial Corridor,State PWD,Maharashtra,MAH-04,NORMAL,46.7175,43.5557,544,296,54,2021-07-04,Plain,Semi-Urban,0,74.841
SYN-00919,Synthetic Railway Project 00919,Railway,State PWD,Bihar,BIH-34,DOCUMENTATION_DELAY,10.9047,10.8867,161,89,7,2020-06-22,Rolling,Urban,0,28.154
SYN-00920,Synthetic National Highway Project 00920,National Highway,Irrigation Department,Madhya Pradesh,MAD-03,NORMAL,28.491,23.9803,213,89,20,2020-03-21,Hilly,Rural,0,30.161
SYN-00921,Synthetic Urban Infrastructure Project 00921,Urban Infrastructure,Irrigation Department,Odisha,ODI-31,DOCUMENTATION_DELAY,26.3389,16.5062,323,200,48,2025-07-12,Plain,Urban,0,3.635
SYN-00922,Synthetic Railway Project 00922,Railway,NHIDCL,Madhya Pradesh,MAD-21,NORMAL,8.7952,8.3707,133,72,16,2022-11-12,Hilly,Rural,0,32.282
SYN-00923,Synthetic Irrigation Project 00923,Irrigation,Power Utility,Odisha,ODI-25,NORMAL,18.4871,17.0643,224,48,13,2024-12-12,Coastal,Rural,0,77.3
SYN-00924,Synthetic Urban Infrastructure Project 00924,Urban Infrastructure,Irrigation Department,Odisha,ODI-15,NORMAL,41.422,26.3804,794,567,159,2025-10-28,Coastal,Semi-Urban,0,52.552
SYN-00925,Synthetic Urban Infrastructure Project 00925,Urban Infrastructure,NHAI,Odisha,ODI-29,COMPENSATION_DELAY,14.3642,9.1948,221,104,15,2025-05-19,Coastal,Rural,0,17.566
SYN-00926,Synthetic Transmission Project 00926,Transmission,NHAI,Uttar Pradesh,UTT-11,NORMAL,16.8134,14.3796,138,64,9,2019-07-30,Hilly,Semi-Urban,0,46.631
SYN-00927,Synthetic National Highway Project 00927,National Highway,Power Utility,Odisha,ODI-22,COMPENSATION_DELAY,20.1855,17.299,233,101,5,2024-09-29,Coastal,Rural,0,59.775
SYN-00928,Synthetic Urban Infrastructure Project 00928,Urban Infrastructure,Irrigation Department,Madhya Pradesh,MAD-10,MULTI_FACTOR_DELAY,28.1971,25.3187,464,251,38,2019-12-09,Coastal,Semi-Urban,0,51.206
SYN-00929,Synthetic Industrial Corridor Project 00929,Industrial Corridor,Power Utility,Bihar,BIH-27,NORMAL,40.5871,37.2936,804,342,90,2025-09-01,Rolling,Rural,1,25.98
SYN-00930,Synthetic Railway Project 00930,Railway,State PWD,Uttar Pradesh,UTT-36,NORMAL,9.5499,6.6163,184,93,6,2019-12-23,Riverine,Urban,0,20.487
SYN-00931,Synthetic Urban Infrastructure Project 00931,Urban Infrastructure,Railway,Jharkhand,JHA-28,NORMAL,11.8767,7.8121,214,115,9,2020-09-04,Coastal,Rural,1,52.796
SYN-00932,Synthetic Urban Infrastructure Project 00932,Urban Infrastructure,State PWD,Odisha,ODI-23,MULTI_FACTOR_DELAY,27.1643,18.6131,309,99,24,2022-02-17,Plain,Urban,0,46.731
SYN-00933,Synthetic Industrial Corridor Project 00933,Industrial Corridor,Power Utility,Madhya Pradesh,MAD-14,RECOVERY,39.6739,28.1835,706,464,37,2019-04-22,Riverine,Rural,0,11.695
SYN-00934,Synthetic Railway Project 00934,Railway,Railway,Assam,ASS-20,DOCUMENTATION_DELAY,8.3162,5.5209,82,17,1,2024-12-06,Riverine,Rural,1,1.654
SYN-00935,Synthetic Irrigation Project 00935,Irrigation,Irrigation Department,Jharkhand,JHA-06,NORMAL,111.7749,101.7034,1905,774,183,2025-02-28,Plain,Rural,0,19.718
SYN-00936,Synthetic Transmission Project 00936,Transmission,NHIDCL,Assam,ASS-26,COMPENSATION_DELAY,7.6967,6.6045,136,30,5,2022-09-30,Coastal,Rural,0,64.507
SYN-00937,Synthetic Industrial Corridor Project 00937,Industrial Corridor,State PWD,Maharashtra,MAH-28,NORMAL,15.1149,11.9352,106,31,8,2022-05-13,Rolling,Urban,0,27.443
SYN-00938,Synthetic Industrial Corridor Project 00938,Industrial Corridor,Irrigation Department,Assam,ASS-06,COMPENSATION_DELAY,15.5073,9.5123,147,63,3,2021-11-25,Rolling,Semi-Urban,0,53.678
SYN-00939,Synthetic Urban Infrastructure Project 00939,Urban Infrastructure,NHIDCL,Assam,ASS-08,LEGAL_DELAY,44.6083,34.4725,568,231,39,2023-03-10,Hilly,Rural,0,63.568
SYN-00940,Synthetic Transmission Project 00940,Transmission,Power Utility,Bihar,BIH-31,MULTI_FACTOR_DELAY,30.4345,26.9288,388,93,16,2021-08-20,Riverine,Rural,0,14.189
SYN-00941,Synthetic Transmission Project 00941,Transmission,NHAI,Madhya Pradesh,MAD-08,ADMINISTRATIVE_BOTTLENECK,37.7741,27.3499,436,126,14,2019-01-17,Hilly,Rural,0,71.864
SYN-00942,Synthetic National Highway Project 00942,National Highway,Irrigation Department,West Bengal,WES-10,NORMAL,25.4023,22.0992,495,153,32,2020-06-05,Riverine,Rural,0,48.462
SYN-00943,Synthetic Industrial Corridor Project 00943,Industrial Corridor,State PWD,Odisha,ODI-38,RNR_DELAY,54.403,34.4757,1070,449,56,2023-07-23,Hilly,Urban,1,47.525
SYN-00944,Synthetic National Highway Project 00944,National Highway,NHIDCL,Odisha,ODI-04,ADMINISTRATIVE_BOTTLENECK,8.458,7.4043,54,13,3,2020-08-11,Coastal,Urban,0,12.377
SYN-00945,Synthetic Railway Project 00945,Railway,Power Utility,Uttar Pradesh,UTT-04,LEGAL_DELAY,92.8518,87.6312,1019,324,48,2025-12-22,Hilly,Urban,0,26.244
SYN-00946,Synthetic Transmission Project 00946,Transmission,Irrigation Department,West Bengal,WES-31,NORMAL,15.524,14.1984,189,74,11,2021-10-29,Hilly,Semi-Urban,0,21.018
SYN-00947,Synthetic Irrigation Project 00947,Irrigation,Irrigation Department,Odisha,ODI-32,NORMAL,117.8979,111.8053,1493,1053,230,2024-12-19,Hilly,Rural,0,43.823
SYN-00948,Synthetic National Highway Project 00948,National Highway,State PWD,Uttar Pradesh,UTT-06,RNR_DELAY,17.6769,11.2066,190,120,30,2022-02-23,Rolling,Rural,0,16.728
SYN-00949,Synthetic Urban Infrastructure Project 00949,Urban Infrastructure,Power Utility,Jharkhand,JHA-24,COMPENSATION_DELAY,20.1953,20.1514,185,63,5,2025-01-07,Rolling,Semi-Urban,0,61.548
SYN-00950,Synthetic Industrial Corridor Project 00950,Industrial Corridor,NHAI,Maharashtra,MAH-31,LEGAL_DELAY,20.0367,15.6536,344,114,9,2022-05-21,Riverine,Rural,0,74.147
SYN-00951,Synthetic National Highway Project 00951,National Highway,Irrigation Department,Uttar Pradesh,UTT-34,LEGAL_DELAY,5.0,3.0056,72,19,4,2021-01-14,Riverine,Semi-Urban,0,6.382
SYN-00952,Synthetic Industrial Corridor Project 00952,Industrial Corridor,Irrigation Department,Assam,ASS-27,COMPENSATION_DELAY,18.1141,16.9173,189,134,34,2024-10-22,Hilly,Rural,0,12.222
SYN-00953,Synthetic Industrial Corridor Project 00953,Industrial Corridor,NHIDCL,Madhya Pradesh,MAD-05,COMPENSATION_DELAY,14.1208,11.6457,180,53,7,2021-09-25,Hilly,Urban,0,65.759
SYN-00954,Synthetic Railway Project 00954,Railway,Irrigation Department,Madhya Pradesh,MAD-18,ADMINISTRATIVE_BOTTLENECK,7.7496,6.4958,43,20,4,2025-01-08,Rolling,Urban,1,37.256
SYN-00955,Synthetic Urban Infrastructure Project 00955,Urban Infrastructure,NHAI,Madhya Pradesh,MAD-14,NORMAL,67.7946,47.8611,1028,696,106,2024-06-25,Hilly,Semi-Urban,0,17.974
SYN-00956,Synthetic Industrial Corridor Project 00956,Industrial Corridor,Power Utility,West Bengal,WES-31,ADMINISTRATIVE_BOTTLENECK,178.7376,165.1606,1977,959,231,2021-12-15,Coastal,Rural,0,75.506
SYN-00957,Synthetic National Highway Project 00957,National Highway,NHAI,Jharkhand,JHA-33,DOCUMENTATION_DELAY,27.8966,18.6185,554,243,70,2023-04-04,Hilly,Rural,0,49.973
SYN-00958,Synthetic Railway Project 00958,Railway,NHAI,Uttar Pradesh,UTT-20,NORMAL,19.8784,15.8498,372,176,25,2021-03-05,Plain,Rural,0,67.267
SYN-00959,Synthetic Industrial Corridor Project 00959,Industrial Corridor,Power Utility,Uttar Pradesh,UTT-30,LEGAL_DELAY,59.9374,44.6051,472,165,14,2019-07-21,Hilly,Rural,0,25.438
SYN-00960,Synthetic Urban Infrastructure Project 00960,Urban Infrastructure,Power Utility,Assam,ASS-39,COMPENSATION_DELAY,29.3424,28.9778,165,46,7,2020-05-17,Riverine,Rural,0,46.704
SYN-00961,Synthetic Transmission Project 00961,Transmission,NHAI,Bihar,BIH-27,DOCUMENTATION_DELAY,19.6601,14.3387,165,128,11,2022-10-06,Plain,Semi-Urban,0,51.52
SYN-00962,Synthetic National Highway Project 00962,National Highway,State PWD,West Bengal,WES-33,RNR_DELAY,18.9186,12.9555,361,221,55,2022-04-06,Plain,Semi-Urban,0,42.99
SYN-00963,Synthetic Urban Infrastructure Project 00963,Urban Infrastructure,Railway,Maharashtra,MAH-03,RNR_DELAY,37.5309,34.1305,559,177,41,2019-04-17,Rolling,Rural,0,60.134
SYN-00964,Synthetic Irrigation Project 00964,Irrigation,Irrigation Department,Maharashtra,MAH-22,ADMINISTRATIVE_BOTTLENECK,28.5555,25.4155,503,203,30,2025-08-10,Plain,Semi-Urban,0,47.771
SYN-00965,Synthetic Transmission Project 00965,Transmission,Railway,West Bengal,WES-23,ADMINISTRATIVE_BOTTLENECK,42.5082,42.2737,677,247,59,2022-09-06,Coastal,Rural,0,46.257
SYN-00966,Synthetic Industrial Corridor Project 00966,Industrial Corridor,Railway,West Bengal,WES-09,NORMAL,5.0,3.1065,99,74,21,2019-03-06,Rolling,Rural,0,37.953
SYN-00967,Synthetic Railway Project 00967,Railway,NHAI,Madhya Pradesh,MAD-25,DOCUMENTATION_DELAY,16.324,13.412,213,127,13,2025-09-12,Riverine,Urban,0,46.387
SYN-00968,Synthetic National Highway Project 00968,National Highway,Irrigation Department,Odisha,ODI-22,MULTI_FACTOR_DELAY,16.797,10.6483,185,122,34,2020-02-14,Rolling,Semi-Urban,1,20.386
SYN-00969,Synthetic National Highway Project 00969,National Highway,Railway,Assam,ASS-18,NORMAL,55.1845,51.1752,368,270,44,2020-07-21,Hilly,Rural,0,63.029
SYN-00970,Synthetic National Highway Project 00970,National Highway,State PWD,Madhya Pradesh,MAD-35,NORMAL,10.0736,7.2651,95,54,6,2021-10-18,Coastal,Semi-Urban,0,66.905
SYN-00971,Synthetic Railway Project 00971,Railway,NHAI,Bihar,BIH-36,COMPENSATION_DELAY,18.2206,17.3013,290,231,13,2022-07-02,Riverine,Urban,0,39.194
SYN-00972,Synthetic Railway Project 00972,Railway,Irrigation Department,Madhya Pradesh,MAD-29,LEGAL_DELAY,42.1763,38.3977,812,279,60,2021-11-09,Hilly,Urban,1,60.98
SYN-00973,Synthetic Irrigation Project 00973,Irrigation,NHAI,Jharkhand,JHA-10,ADMINISTRATIVE_BOTTLENECK,11.2031,11.0764,209,109,23,2019-06-15,Riverine,Urban,0,50.577
SYN-00974,Synthetic Irrigation Project 00974,Irrigation,Irrigation Department,Odisha,ODI-25,DOCUMENTATION_DELAY,16.1509,12.1428,111,30,7,2024-11-23,Coastal,Rural,0,30.509
SYN-00975,Synthetic Transmission Project 00975,Transmission,Power Utility,West Bengal,WES-27,NORMAL,18.1607,15.9454,265,122,8,2019-08-16,Plain,Rural,0,22.887
SYN-00976,Synthetic Transmission Project 00976,Transmission,NHIDCL,Maharashtra,MAH-02,ADMINISTRATIVE_BOTTLENECK,40.8237,35.1378,455,163,14,2021-03-30,Coastal,Semi-Urban,0,63.718
SYN-00977,Synthetic Urban Infrastructure Project 00977,Urban Infrastructure,NHAI,Uttar Pradesh,UTT-01,NORMAL,37.8778,33.2941,456,354,92,2022-05-17,Coastal,Semi-Urban,0,10.626
SYN-00978,Synthetic Railway Project 00978,Railway,NHAI,Bihar,BIH-07,NORMAL,31.5746,28.4866,621,212,60,2024-05-10,Hilly,Rural,0,25.886
SYN-00979,Synthetic Industrial Corridor Project 00979,Industrial Corridor,NHAI,West Bengal,WES-04,MULTI_FACTOR_DELAY,21.8121,21.4142,392,229,46,2019-08-12,Riverine,Semi-Urban,0,26.97
SYN-00980,Synthetic Railway Project 00980,Railway,Irrigation Department,Madhya Pradesh,MAD-16,COMPENSATION_DELAY,32.8338,22.4614,183,106,6,2025-06-07,Coastal,Urban,0,36.933
SYN-00981,Synthetic Railway Project 00981,Railway,NHAI,Assam,ASS-07,LEGAL_DELAY,29.636,23.6221,277,209,38,2024-09-23,Coastal,Semi-Urban,0,66.833
SYN-00982,Synthetic Industrial Corridor Project 00982,Industrial Corridor,State PWD,Maharashtra,MAH-31,COMPENSATION_DELAY,51.0848,31.8113,990,465,123,2025-06-19,Riverine,Rural,0,41.109
SYN-00983,Synthetic National Highway Project 00983,National Highway,Railway,Uttar Pradesh,UTT-36,NORMAL,30.5526,21.517,365,123,10,2023-12-29,Riverine,Semi-Urban,0,63.278
SYN-00984,Synthetic Industrial Corridor Project 00984,Industrial Corridor,NHIDCL,Maharashtra,MAH-27,NORMAL,20.4985,12.374,150,30,8,2020-01-05,Hilly,Urban,0,69.156
SYN-00985,Synthetic Transmission Project 00985,Transmission,State PWD,Odisha,ODI-32,NORMAL,5.0526,4.3293,58,20,5,2022-09-16,Rolling,Rural,1,76.335
SYN-00986,Synthetic Railway Project 00986,Railway,Power Utility,Uttar Pradesh,UTT-18,DOCUMENTATION_DELAY,10.0025,9.4402,185,96,27,2023-12-24,Coastal,Rural,0,68.006
SYN-00987,Synthetic Transmission Project 00987,Transmission,Irrigation Department,Jharkhand,JHA-19,NORMAL,17.2034,16.0074,319,141,14,2023-07-24,Riverine,Urban,0,23.475
SYN-00988,Synthetic Railway Project 00988,Railway,NHIDCL,Bihar,BIH-34,MULTI_FACTOR_DELAY,47.7307,43.4055,870,354,75,2024-03-14,Plain,Rural,0,27.629
SYN-00989,Synthetic Transmission Project 00989,Transmission,Irrigation Department,Maharashtra,MAH-03,NORMAL,9.6115,7.0327,186,107,9,2025-08-10,Rolling,Rural,0,21.552
SYN-00990,Synthetic Transmission Project 00990,Transmission,State PWD,Odisha,ODI-31,ADMINISTRATIVE_BOTTLENECK,21.1031,13.8728,165,58,4,2021-12-11,Plain,Rural,0,62.177
SYN-00991,Synthetic Irrigation Project 00991,Irrigation,Irrigation Department,Maharashtra,MAH-08,COMPENSATION_DELAY,35.7515,26.7603,522,110,33,2022-08-16,Rolling,Rural,0,41.564
SYN-00992,Synthetic Railway Project 00992,Railway,NHAI,West Bengal,WES-15,ADMINISTRATIVE_BOTTLENECK,8.6758,6.3977,98,58,5,2022-07-25,Rolling,Rural,0,62.593
