project_id,scenario_ground_truth,total_snapshots,observation_start_date,observation_end_date,final_stage,delayed,delay_days,first_delay_day,delay_30_event_count,delay_60_event_count,delay_90_event_count,is_censored,synthetic_ground_truth_note
SYN-00637,NORMAL,12,2022-08-27,2023-07-23,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00638,LEGAL_DELAY,15,2025-07-16,2026-09-09,3D,1,52,368.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00639,DOCUMENTATION_DELAY,12,2023-10-21,2024-09-15,3D,1,135,195.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00640,NORMAL,9,2025-06-12,2026-02-07,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00641,RECOVERY,8,2022-05-17,2022-12-13,3D,1,73,137.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00642,NORMAL,13,2024-09-24,2025-09-19,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00643,ADMINISTRATIVE_BOTTLENECK,15,2019-08-30,2020-10-23,3D,1,264,156.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00644,NORMAL,13,2024-04-08,2025-04-03,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00645,ADMINISTRATIVE_BOTTLENECK,12,2023-08-04,2024-06-29,3D,1,125,205.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00646,NORMAL,15,2023-10-24,2024-12-17,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00647,COMPENSATION_DELAY,11,2022-03-24,2023-01-18,3D,1,117,183.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00648,NORMAL,15,2025-11-19,2027-01-13,3D,1,214,206.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00649,NORMAL,12,2020-09-29,2021-08-25,3D,1,94,236.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00650,COMPENSATION_DELAY,8,2020-08-03,2021-03-01,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00651,NORMAL,14,2020-07-06,2021-07-31,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00652,NORMAL,14,2020-08-08,2021-09-02,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00653,RECOVERY,15,2019-04-18,2020-06-11,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00654,RNR_DELAY,14,2023-08-11,2024-09-04,3D,1,125,265.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00655,NORMAL,10,2021-11-16,2022-08-13,3D,1,106,164.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00656,NORMAL,12,2024-07-09,2025-06-04,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00657,RECOVERY,14,2023-06-08,2024-07-02,3D,1,95,295.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00658,ADMINISTRATIVE_BOTTLENECK,12,2021-02-27,2022-01-23,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00659,NORMAL,13,2020-10-30,2021-10-25,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00660,ADMINISTRATIVE_BOTTLENECK,14,2022-01-07,2023-02-01,3D,1,299,91.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00661,ADMINISTRATIVE_BOTTLENECK,10,2025-03-20,2025-12-15,3D,1,155,115.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00662,NORMAL,12,2024-07-24,2025-06-19,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00663,NORMAL,10,2019-04-18,2020-01-13,3D,1,149,121.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00664,MULTI_FACTOR_DELAY,9,2020-01-21,2020-09-17,3A,1,47,193.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00665,LEGAL_DELAY,15,2020-03-04,2021-04-28,3D,1,131,289.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00666,NORMAL,13,2020-12-03,2021-11-28,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00667,RECOVERY,12,2023-03-07,2024-01-31,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00668,RNR_DELAY,9,2023-03-01,2023-10-27,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00669,DOCUMENTATION_DELAY,15,2022-12-06,2024-01-30,3D,1,108,312.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00670,ADMINISTRATIVE_BOTTLENECK,11,2024-11-21,2025-09-17,3D,1,191,109.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00671,NORMAL,15,2019-09-15,2020-11-08,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00672,NORMAL,15,2024-09-06,2025-10-31,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00673,MULTI_FACTOR_DELAY,11,2019-04-07,2020-02-01,3A,1,46,254.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00674,LEGAL_DELAY,8,2020-07-15,2021-02-10,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00675,NORMAL,13,2023-09-14,2024-09-08,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00676,RNR_DELAY,14,2022-12-28,2024-01-22,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00677,DOCUMENTATION_DELAY,13,2020-08-30,2021-08-25,3D,1,49,311.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00678,NORMAL,8,2019-08-30,2020-03-27,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00679,NORMAL,10,2019-09-30,2020-06-26,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00680,LEGAL_DELAY,12,2023-03-24,2024-02-17,3D,1,220,110.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00681,NORMAL,15,2024-01-23,2025-03-18,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00682,NORMAL,9,2024-02-18,2024-10-15,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00683,NORMAL,15,2020-11-11,2022-01-05,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00684,COMPENSATION_DELAY,15,2024-03-28,2025-05-22,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00685,NORMAL,12,2022-01-11,2022-12-07,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00686,NORMAL,14,2023-08-11,2024-09-04,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00687,DOCUMENTATION_DELAY,12,2025-12-26,2026-11-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00688,NORMAL,15,2025-08-19,2026-10-13,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00689,NORMAL,14,2024-07-05,2025-07-30,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00690,NORMAL,12,2025-05-14,2026-04-09,3D,1,144,186.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00691,NORMAL,15,2025-04-08,2026-06-02,3D,1,285,135.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00692,RNR_DELAY,15,2022-05-27,2023-07-21,3D,1,309,111.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00693,NORMAL,14,2025-09-21,2026-10-16,3D,1,178,212.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00694,NORMAL,10,2020-06-30,2021-03-27,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00695,NORMAL,8,2021-10-12,2022-05-10,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00696,NORMAL,8,2020-09-20,2021-04-18,3D,1,55,155.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00697,DOCUMENTATION_DELAY,10,2021-11-26,2022-08-23,3D,1,57,213.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00698,COMPENSATION_DELAY,11,2025-03-21,2026-01-15,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00699,RECOVERY,15,2023-10-28,2024-12-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00700,NORMAL,14,2022-09-18,2023-10-13,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00701,MULTI_FACTOR_DELAY,14,2020-06-30,2021-07-25,3A,1,277,113.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00702,NORMAL,15,2022-08-24,2023-10-18,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00703,NORMAL,15,2024-03-29,2025-05-23,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00704,RECOVERY,15,2024-06-18,2025-08-12,3D,1,185,235.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00705,NORMAL,9,2024-12-15,2025-08-12,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00706,NORMAL,14,2020-07-12,2021-08-06,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00707,NORMAL,14,2022-01-06,2023-01-31,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00708,MULTI_FACTOR_DELAY,10,2024-11-25,2025-08-22,3A,1,163,107.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00709,NORMAL,8,2021-04-29,2021-11-25,3D,1,139,71.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00710,NORMAL,12,2022-05-06,2023-04-01,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00711,RECOVERY,13,2019-07-01,2020-06-25,3D,1,252,108.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00712,MULTI_FACTOR_DELAY,13,2023-12-02,2024-11-26,3A,1,199,161.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
